"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00002076459","ENSMUSG00002076459","Gm54368","predicted gene, 54368 [Source:MGI Symbol;Acc:MGI:6845216]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117003","ENSMUSG00000117003","Gm49937","predicted gene, 49937 [Source:MGI Symbol;Acc:MGI:6270649]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000057137","ENSMUSG00000057137","Tmem140","transmembrane protein 140 [Source:MGI Symbol;Acc:MGI:1915737]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000102401","ENSMUSG00000102401","Gm37864","predicted gene, 37864 [Source:MGI Symbol;Acc:MGI:5611092]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114862","ENSMUSG00000114862","Gm4817","predicted gene 4817 [Source:MGI Symbol;Acc:MGI:3644402]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000079554","ENSMUSG00000079554","Aox2","aldehyde oxidase 2 [Source:MGI Symbol;Acc:MGI:3529596]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043541","ENSMUSG00000043541","Casc1","cancer susceptibility candidate 1 [Source:MGI Symbol;Acc:MGI:2444480]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108695","ENSMUSG00000108695","Siglecl1","Siglec family like 1 [Source:MGI Symbol;Acc:MGI:3780678]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113269","ENSMUSG00000113269","Gm47494","predicted gene, 47494 [Source:MGI Symbol;Acc:MGI:6096476]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085111","ENSMUSG00000085111","Ascl4","achaete-scute family bHLH transcription factor 4 [Source:MGI Symbol;Acc:MGI:1914591]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105287","ENSMUSG00000105287","Gm43577","predicted gene 43577 [Source:MGI Symbol;Acc:MGI:5663714]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000096054","ENSMUSG00000096054","Syne1","spectrin repeat containing, nuclear envelope 1 [Source:MGI Symbol;Acc:MGI:1927152]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000102735","ENSMUSG00000102735","Gm7369","predicted gene 7369 [Source:MGI Symbol;Acc:MGI:3643485]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085565","ENSMUSG00000085565","Gm15721","predicted gene 15721 [Source:MGI Symbol;Acc:MGI:3783165]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046345","ENSMUSG00000046345","Smco1","single-pass membrane protein with coiled-coil domains 1 [Source:MGI Symbol;Acc:MGI:1916826]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044581","ENSMUSG00000044581","4932415D10Rik","RIKEN cDNA 4932415D10 gene [Source:MGI Symbol;Acc:MGI:3045298]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028182","ENSMUSG00000028182","Lrriq3","leucine-rich repeats and IQ motif containing 3 [Source:MGI Symbol;Acc:MGI:1921685]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000110315","ENSMUSG00000110315","Gm8423","predicted gene 8423 [Source:MGI Symbol;Acc:MGI:3645600]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027962","ENSMUSG00000027962","Vcam1","vascular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:98926]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111131","ENSMUSG00000111131","9930024M15Rik","RIKEN cDNA 9930024M15 gene [Source:MGI Symbol;Acc:MGI:3026920]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000106314","ENSMUSG00000106314","Gm9632","predicted gene 9632 [Source:MGI Symbol;Acc:MGI:3780039]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049336","ENSMUSG00000049336","Tenm2","teneurin transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1345184]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000072934","ENSMUSG00000072934","Trpc5os","transient receptor potential cation channel, subfamily C, member 5, opposite strand [Source:MGI Symbol;Acc:MGI:3641805]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113918","ENSMUSG00000113918","Gm6566","predicted gene 6566 [Source:MGI Symbol;Acc:MGI:3647745]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000095125","ENSMUSG00000095125","Vmn1r198","vomeronasal 1 receptor 198 [Source:MGI Symbol;Acc:MGI:2159689]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090671","ENSMUSG00000090671","Gm5067","predicted gene 5067 [Source:MGI Symbol;Acc:MGI:3644982]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000098246","ENSMUSG00000098246","Gm7627","predicted gene 7627 [Source:MGI Symbol;Acc:MGI:3643954]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000083921","ENSMUSG00000083921","Gm15750","predicted gene 15750 [Source:MGI Symbol;Acc:MGI:3783192]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050556","ENSMUSG00000050556","Kcnb1","potassium voltage gated channel, Shab-related subfamily, member 1 [Source:MGI Symbol;Acc:MGI:96666]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046876","ENSMUSG00000046876","Atxn1","ataxin 1 [Source:MGI Symbol;Acc:MGI:104783]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054901","ENSMUSG00000054901","Arhgef33","Rho guanine nucleotide exchange factor (GEF) 33 [Source:MGI Symbol;Acc:MGI:2685787]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000071332","ENSMUSG00000071332","E230015B07Rik","RIKEN cDNA E230015B07 gene [Source:MGI Symbol;Acc:MGI:2443140]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064452","ENSMUSG00000064452","Gm24564","predicted gene, 24564 [Source:MGI Symbol;Acc:MGI:5454341]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000000627","ENSMUSG00000000627","Sema4f","sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain [Source:MGI Symbol;Acc:MGI:1340055]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111397","ENSMUSG00000111397","Gm48232","predicted gene, 48232 [Source:MGI Symbol;Acc:MGI:6097638]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021874","ENSMUSG00000021874","4933413J09Rik","RIKEN cDNA 4933413J09 gene [Source:MGI Symbol;Acc:MGI:1918356]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000088958","ENSMUSG00000088958","Scarna8","small Cajal body-specific RNA 8 [Source:MGI Symbol;Acc:MGI:3819488]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108240","ENSMUSG00000108240","Gm5317","predicted gene 5317 [Source:MGI Symbol;Acc:MGI:3645578]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097408","ENSMUSG00000097408","Gm26831","predicted gene, 26831 [Source:MGI Symbol;Acc:MGI:5477325]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000074128","ENSMUSG00000074128","Gm10631","predicted gene 10631 [Source:MGI Symbol;Acc:MGI:3642022]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113415","ENSMUSG00000113415","Gm3234","predicted gene 3234 [Source:MGI Symbol;Acc:MGI:3781412]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114169","ENSMUSG00000114169","Gm47075","predicted gene, 47075 [Source:MGI Symbol;Acc:MGI:6095795]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023073","ENSMUSG00000023073","Slc10a2","solute carrier family 10, member 2 [Source:MGI Symbol;Acc:MGI:1201406]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117992","ENSMUSG00000117992","Gm41760","predicted gene, 41760 [Source:MGI Symbol;Acc:MGI:5624645]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090277","ENSMUSG00000090277","Gm8338","predicted gene 8338 [Source:MGI Symbol;Acc:MGI:3647186]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001240","ENSMUSG00000001240","Ramp2","receptor (calcitonin) activity modifying protein 2 [Source:MGI Symbol;Acc:MGI:1859650]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022416","ENSMUSG00000022416","Cacna1i","calcium channel, voltage-dependent, alpha 1I subunit [Source:MGI Symbol;Acc:MGI:2178051]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090179","ENSMUSG00000090179","Gm16307","predicted gene 16307 [Source:MGI Symbol;Acc:MGI:3826556]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107976","ENSMUSG00000107976","Gm44043","predicted gene, 44043 [Source:MGI Symbol;Acc:MGI:5690435]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000072952","ENSMUSG00000072952","Gm5878","predicted gene 5878 [Source:MGI Symbol;Acc:MGI:3647625]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000110862","ENSMUSG00000110862","Gm35835","predicted gene, 35835 [Source:MGI Symbol;Acc:MGI:5594994]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000074151","ENSMUSG00000074151","Nlrc5","NLR family, CARD domain containing 5 [Source:MGI Symbol;Acc:MGI:3612191]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038473","ENSMUSG00000038473","Nos1ap","nitric oxide synthase 1 (neuronal) adaptor protein [Source:MGI Symbol;Acc:MGI:1917979]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064925","ENSMUSG00000064925","Snora62","small nucleolar RNA, H/ACA box 62 [Source:MGI Symbol;Acc:MGI:2148179]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114102","ENSMUSG00000114102","Gm48048","predicted gene, 48048 [Source:MGI Symbol;Acc:MGI:6097366]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081693","ENSMUSG00000081693","Gm13297","predicted gene 13297 [Source:MGI Symbol;Acc:MGI:3649442]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025468","ENSMUSG00000025468","Caly","calcyon neuron-specific vesicular protein [Source:MGI Symbol;Acc:MGI:1915816]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105607","ENSMUSG00000105607","Gm43513","predicted gene 43513 [Source:MGI Symbol;Acc:MGI:5663650]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000102090","ENSMUSG00000102090","Gm8964","predicted gene 8964 [Source:MGI Symbol;Acc:MGI:3642935]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113386","ENSMUSG00000113386","Gm47357","predicted gene, 47357 [Source:MGI Symbol;Acc:MGI:6096262]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000100287","ENSMUSG00000100287","Gm28068","predicted gene 28068 [Source:MGI Symbol;Acc:MGI:5578774]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115105","ENSMUSG00000115105","Gm49238","predicted gene, 49238 [Source:MGI Symbol;Acc:MGI:6118704]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000083795","ENSMUSG00000083795","Gm15670","predicted gene 15670 [Source:MGI Symbol;Acc:MGI:3783112]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000057604","ENSMUSG00000057604","Lmcd1","LIM and cysteine-rich domains 1 [Source:MGI Symbol;Acc:MGI:1353635]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018973","ENSMUSG00000018973","Hoxb1","homeobox B1 [Source:MGI Symbol;Acc:MGI:96182]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000062944","ENSMUSG00000062944","9130023H24Rik","RIKEN cDNA 9130023H24 gene [Source:MGI Symbol;Acc:MGI:2442738]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113067","ENSMUSG00000113067","Gm47166","predicted gene, 47166 [Source:MGI Symbol;Acc:MGI:6095944]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047050","ENSMUSG00000047050","Or8b50","olfactory receptor family 8 subfamily B member 50 [Source:MGI Symbol;Acc:MGI:3030748]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028348","ENSMUSG00000028348","Cavin4","caveolae associated 4 [Source:MGI Symbol;Acc:MGI:1915266]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000103801","ENSMUSG00000103801","Spin3-ps","spindlin family, member 3, pseudogene [Source:MGI Symbol;Acc:MGI:3780056]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020193","ENSMUSG00000020193","Zpbp","zona pellucida binding protein [Source:MGI Symbol;Acc:MGI:1855701]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085106","ENSMUSG00000085106","Gm16000","predicted gene 16000 [Source:MGI Symbol;Acc:MGI:3801866]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000101549","ENSMUSG00000101549","Gm29630","predicted gene 29630 [Source:MGI Symbol;Acc:MGI:5580336]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000093059","ENSMUSG00000093059","Gm24809","predicted gene, 24809 [Source:MGI Symbol;Acc:MGI:5454586]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037300","ENSMUSG00000037300","Ttc13","tetratricopeptide repeat domain 13 [Source:MGI Symbol;Acc:MGI:2384573]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037857","ENSMUSG00000037857","Nufip2","nuclear FMR1 interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915814]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000003166","ENSMUSG00000003166","Dgcr2","DiGeorge syndrome critical region gene 2 [Source:MGI Symbol;Acc:MGI:892866]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000010914","ENSMUSG00000010914","Pdhx","pyruvate dehydrogenase complex, component X [Source:MGI Symbol;Acc:MGI:1351627]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026837","ENSMUSG00000026837","Col5a1","collagen, type V, alpha 1 [Source:MGI Symbol;Acc:MGI:88457]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041703","ENSMUSG00000041703","Zic5","zinc finger protein of the cerebellum 5 [Source:MGI Symbol;Acc:MGI:1929518]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033883","ENSMUSG00000033883","Zfp267","zinc finger protein 267 [Source:MGI Symbol;Acc:MGI:1098769]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028086","ENSMUSG00000028086","Fbxw7","F-box and WD-40 domain protein 7 [Source:MGI Symbol;Acc:MGI:1354695]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022537","ENSMUSG00000022537","Tmem44","transmembrane protein 44 [Source:MGI Symbol;Acc:MGI:1924489]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037075","ENSMUSG00000037075","Rnf139","ring finger protein 139 [Source:MGI Symbol;Acc:MGI:1923091]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038555","ENSMUSG00000038555","Reep2","receptor accessory protein 2 [Source:MGI Symbol;Acc:MGI:2385070]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020677","ENSMUSG00000020677","Ddx52","DExD box helicase 52 [Source:MGI Symbol;Acc:MGI:1925644]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043587","ENSMUSG00000043587","Pxylp1","2-phosphoxylose phosphatase 1 [Source:MGI Symbol;Acc:MGI:2442444]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000003062","ENSMUSG00000003062","Stard3nl","STARD3 N-terminal like [Source:MGI Symbol;Acc:MGI:1923455]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000033111","ENSMUSG00000033111","3830406C13Rik","RIKEN cDNA 3830406C13 gene [Source:MGI Symbol;Acc:MGI:1917937]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024691","ENSMUSG00000024691","Fam111a","family with sequence similarity 111, member A [Source:MGI Symbol;Acc:MGI:1915508]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000067919","ENSMUSG00000067919","Rex2","reduced expression 2 [Source:MGI Symbol;Acc:MGI:1328322]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108268","ENSMUSG00000108268","Gm44187","predicted gene, 44187 [Source:MGI Symbol;Acc:MGI:5690579]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030104","ENSMUSG00000030104","Edem1","ER degradation enhancer, mannosidase alpha-like 1 [Source:MGI Symbol;Acc:MGI:2180139]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037720","ENSMUSG00000037720","Tmem33","transmembrane protein 33 [Source:MGI Symbol;Acc:MGI:1915128]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050248","ENSMUSG00000050248","Evc2","EvC ciliary complex subunit 2 [Source:MGI Symbol;Acc:MGI:1915775]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039943","ENSMUSG00000039943","Plcb4","phospholipase C, beta 4 [Source:MGI Symbol;Acc:MGI:107464]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032434","ENSMUSG00000032434","Cmtm6","CKLF-like MARVEL transmembrane domain containing 6 [Source:MGI Symbol;Acc:MGI:2447165]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032122","ENSMUSG00000032122","Slc37a2","solute carrier family 37 (glycerol-3-phosphate transporter), member 2 [Source:MGI Symbol;Acc:MGI:1929693]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019726","ENSMUSG00000019726","Lyst","lysosomal trafficking regulator [Source:MGI Symbol;Acc:MGI:107448]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024639","ENSMUSG00000024639","Gnaq","guanine nucleotide binding protein, alpha q polypeptide [Source:MGI Symbol;Acc:MGI:95776]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036894","ENSMUSG00000036894","Rap2b","RAP2B, member of RAS oncogene family [Source:MGI Symbol;Acc:MGI:1921262]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000066842","ENSMUSG00000066842","Hmcn1","hemicentin 1 [Source:MGI Symbol;Acc:MGI:2685047]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000095180","ENSMUSG00000095180","Rhox5","reproductive homeobox 5 [Source:MGI Symbol;Acc:MGI:97538]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030168","ENSMUSG00000030168","Adipor2","adiponectin receptor 2 [Source:MGI Symbol;Acc:MGI:93830]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081289","ENSMUSG00000081289","Gm14857","predicted gene 14857 [Source:MGI Symbol;Acc:MGI:3716318]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113559","ENSMUSG00000113559","Gm40987","predicted gene, 40987 [Source:MGI Symbol;Acc:MGI:5623872]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000096039","ENSMUSG00000096039","D830030K20Rik","RIKEN cDNA D830030K20 gene [Source:MGI Symbol;Acc:MGI:2443830]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000091076","ENSMUSG00000091076","Vmn2r115","vomeronasal 2, receptor 115 [Source:MGI Symbol;Acc:MGI:3647235]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021123","ENSMUSG00000021123","Rdh12","retinol dehydrogenase 12 [Source:MGI Symbol;Acc:MGI:1925224]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028484","ENSMUSG00000028484","Psip1","PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027996","ENSMUSG00000027996","Sfrp2","secreted frizzled-related protein 2 [Source:MGI Symbol;Acc:MGI:108078]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045275","ENSMUSG00000045275","Lca5l","Leber congenital amaurosis 5-like [Source:MGI Symbol;Acc:MGI:3041157]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000063659","ENSMUSG00000063659","Zbtb18","zinc finger and BTB domain containing 18 [Source:MGI Symbol;Acc:MGI:1353609]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111928","ENSMUSG00000111928","Gm48082","predicted gene, 48082 [Source:MGI Symbol;Acc:MGI:6097421]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025278","ENSMUSG00000025278","Flnb","filamin, beta [Source:MGI Symbol;Acc:MGI:2446089]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027281","ENSMUSG00000027281","Slx4ip","SLX4 interacting protein [Source:MGI Symbol;Acc:MGI:1921493]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000112980","ENSMUSG00000112980","D430020J02Rik","RIKEN cDNA D430020J02 gene [Source:MGI Symbol;Acc:MGI:2442237]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030031","ENSMUSG00000030031","Kbtbd8","kelch repeat and BTB (POZ) domain containing 8 [Source:MGI Symbol;Acc:MGI:2661430]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032068","ENSMUSG00000032068","Plet1","placenta expressed transcript 1 [Source:MGI Symbol;Acc:MGI:1923759]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000000901","ENSMUSG00000000901","Mmp11","matrix metallopeptidase 11 [Source:MGI Symbol;Acc:MGI:97008]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034868","ENSMUSG00000034868","Myl12b","myosin, light chain 12B, regulatory [Source:MGI Symbol;Acc:MGI:107494]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041261","ENSMUSG00000041261","Car8","carbonic anhydrase 8 [Source:MGI Symbol;Acc:MGI:88253]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026484","ENSMUSG00000026484","Rnf2","ring finger protein 2 [Source:MGI Symbol;Acc:MGI:1101759]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027508","ENSMUSG00000027508","Pag1","phosphoprotein associated with glycosphingolipid microdomains 1 [Source:MGI Symbol;Acc:MGI:2443160]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024098","ENSMUSG00000024098","Twsg1","twisted gastrulation BMP signaling modulator 1 [Source:MGI Symbol;Acc:MGI:2137520]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035840","ENSMUSG00000035840","Lysmd3","LysM, putative peptidoglycan-binding, domain containing 3 [Source:MGI Symbol;Acc:MGI:1915906]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000067873","ENSMUSG00000067873","Htatsf1","HIV TAT specific factor 1 [Source:MGI Symbol;Acc:MGI:1919709]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032560","ENSMUSG00000032560","Dnajc13","DnaJ heat shock protein family (Hsp40) member C13 [Source:MGI Symbol;Acc:MGI:2676368]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039585","ENSMUSG00000039585","Myo9a","myosin IXa [Source:MGI Symbol;Acc:MGI:107735]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000087547","ENSMUSG00000087547","Platr27","pluripotency associated transcript 27 [Source:MGI Symbol;Acc:MGI:1925566]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045328","ENSMUSG00000045328","Cenpe","centromere protein E [Source:MGI Symbol;Acc:MGI:1098230]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026078","ENSMUSG00000026078","Pdcl3","phosducin-like 3 [Source:MGI Symbol;Acc:MGI:1916083]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043773","ENSMUSG00000043773","1700048O20Rik","RIKEN cDNA 1700048O20 gene [Source:MGI Symbol;Acc:MGI:1920637]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000078896","ENSMUSG00000078896","Zfp965","zinc finger protein 965 [Source:MGI Symbol;Acc:MGI:3779822]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000084846","ENSMUSG00000084846","A730011C13Rik","RIKEN cDNA A730011C13 gene [Source:MGI Symbol;Acc:MGI:2442973]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108042","ENSMUSG00000108042","B130021K23Rik","RIKEN cDNA B130021K23 gene [Source:MGI Symbol;Acc:MGI:2442518]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053030","ENSMUSG00000053030","Spink2","serine peptidase inhibitor, Kazal type 2 [Source:MGI Symbol;Acc:MGI:1917232]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105905","ENSMUSG00000105905","Gm7709","predicted gene 7709 [Source:MGI Symbol;Acc:MGI:3646978]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000091618","ENSMUSG00000091618","H60c","histocompatibility 60c [Source:MGI Symbol;Acc:MGI:3774845]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036792","ENSMUSG00000036792","Mbd5","methyl-CpG binding domain protein 5 [Source:MGI Symbol;Acc:MGI:2138934]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000091423","ENSMUSG00000091423","Gm17509","predicted gene, 17509 [Source:MGI Symbol;Acc:MGI:4937143]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000093847","ENSMUSG00000093847","Eif1ad15","eukaryotic translation initiation factor 1A domain containing 15 [Source:MGI Symbol;Acc:MGI:3648085]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040026","ENSMUSG00000040026","Saa3","serum amyloid A 3 [Source:MGI Symbol;Acc:MGI:98223]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027349","ENSMUSG00000027349","Fam98b","family with sequence similarity 98, member B [Source:MGI Symbol;Acc:MGI:1915465]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000068923","ENSMUSG00000068923","Syt11","synaptotagmin XI [Source:MGI Symbol;Acc:MGI:1859547]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000048277","ENSMUSG00000048277","Syngr2","synaptogyrin 2 [Source:MGI Symbol;Acc:MGI:1328324]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018501","ENSMUSG00000018501","Ncor1","nuclear receptor co-repressor 1 [Source:MGI Symbol;Acc:MGI:1349717]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000005225","ENSMUSG00000005225","Plekha8","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 [Source:MGI Symbol;Acc:MGI:2681164]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053477","ENSMUSG00000053477","Tcf4","transcription factor 4 [Source:MGI Symbol;Acc:MGI:98506]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029538","ENSMUSG00000029538","Srsf9","serine and arginine-rich splicing factor 9 [Source:MGI Symbol;Acc:MGI:104896]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035845","ENSMUSG00000035845","Alg12","asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase) [Source:MGI Symbol;Acc:MGI:2385025]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032840","ENSMUSG00000032840","Spring1","SREBF pathway regulator in golgi 1 [Source:MGI Symbol;Acc:MGI:1924042]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040548","ENSMUSG00000040548","Tex2","testis expressed gene 2 [Source:MGI Symbol;Acc:MGI:102465]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028567","ENSMUSG00000028567","Txndc12","thioredoxin domain containing 12 (endoplasmic reticulum) [Source:MGI Symbol;Acc:MGI:1913323]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041920","ENSMUSG00000041920","Slc16a6","solute carrier family 16 (monocarboxylic acid transporters), member 6 [Source:MGI Symbol;Acc:MGI:2144585]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000074925","ENSMUSG00000074925","Ptar1","protein prenyltransferase alpha subunit repeat containing 1 [Source:MGI Symbol;Acc:MGI:1921875]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037234","ENSMUSG00000037234","Hook3","hook microtubule tethering protein 3 [Source:MGI Symbol;Acc:MGI:2443554]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024477","ENSMUSG00000024477","Pggt1b","protein geranylgeranyltransferase type I, beta subunit [Source:MGI Symbol;Acc:MGI:1917514]","ARRAYEXPRESS,ENSG"
